,Year,RNOC,Participants,Rank,NOC,Gold,Silver,Bronze,Total,TSport,Tevent,man_sum,team_event_count,Aquatics,Archery,Athletics,Badminton,Baseball and Softball,Basketball,Basque Pelota,Boxing,Breaking,Canoeing,Cricket,Croquet,Cycling,Equestrian,Fencing,Field hockey,Football,Golf,Gymnastics,Handball,Jeu de Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Rackets,Roque,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug of War,Volleyball,Water Motorsports,Weightlifting,Wrestling,menPropotion
917,2008,TPE,92,44,Chinese Taipei,1,1,2,4,27.0,302.0,48,7,8,12,3,4,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,7,4,4,0,0,0,0,5,0,0.5217391304347826
918,2008,TTO,35,47,Trinidad and Tobago,1,1,0,2,27.0,302.0,22,3,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6285714285714286
919,2008,TUR,71,42,Turkey,1,1,3,5,27.0,302.0,50,1,13,2,16,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,2,4,0,0,0,0,0,6,13,0.704225352112676
920,2008,UKR,327,12,Ukraine,7,4,11,22,27.0,302.0,161,24,58,8,72,2,0,0,0,7,0,7,0,0,22,8,16,0,0,0,41,0,0,9,0,0,3,0,0,0,10,0,6,19,0,0,0,3,0,8,3,0,0,0,9,16,0.4923547400611621
921,2008,USA,763,2,United States,36,39,37,112,27.0,302.0,397,63,150,8,138,6,39,24,0,8,0,8,0,0,32,24,22,16,33,0,65,0,0,10,0,0,4,0,0,0,46,0,18,27,0,0,0,7,4,14,6,0,32,0,6,16,0.5203145478374837
922,2008,VEN,126,82,Venezuela,0,0,1,1,27.0,302.0,68,6,19,1,4,0,15,0,0,6,0,5,0,0,4,1,10,0,0,0,10,0,0,7,0,0,0,0,0,0,1,0,3,2,0,0,0,1,4,1,0,0,22,0,7,3,0.5396825396825397
923,2012,ALG,39,50,Algeria,1,0,0,1,26.0,302.0,22,1,1,0,7,0,0,0,0,8,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,0,1,3,0.5641025641025641
924,2012,ARG,148,42,Argentina,1,1,2,4,26.0,302.0,103,17,9,0,10,0,0,12,0,2,0,3,0,0,4,2,1,31,0,0,6,15,0,4,0,0,0,0,0,0,10,0,8,2,0,0,0,1,2,10,1,0,14,0,0,1,0.6959459459459459
925,2012,AUS,514,8,Australia,8,15,12,35,26.0,302.0,271,57,136,2,55,5,0,24,0,11,0,27,0,0,35,24,0,32,0,0,27,0,0,6,0,0,2,0,0,0,47,0,13,22,0,0,0,10,2,9,6,0,16,0,2,1,0.5272373540856031
926,2012,AZE,59,32,Azerbaijan,2,2,5,9,26.0,302.0,43,1,2,0,3,0,0,0,0,8,0,3,0,0,2,1,1,0,0,0,7,0,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,5,13,0.7288135593220338
927,2012,BAH,29,50,Bahamas,1,0,0,1,26.0,302.0,16,2,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5517241379310345
928,2012,BEL,142,64,Belgium,0,1,2,3,26.0,302.0,93,10,18,0,17,2,0,0,0,0,0,6,0,0,19,19,0,32,0,0,10,0,0,5,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,5,2,0,0,0,1,0,0.6549295774647887
929,2012,BLR,185,28,Belarus,2,5,3,10,26.0,302.0,99,14,15,1,48,1,0,0,0,3,0,15,0,0,11,2,7,0,16,0,13,0,0,2,0,0,4,0,0,0,5,0,2,13,0,0,0,3,0,5,0,0,0,0,8,11,0.5351351351351351
930,2012,BRA,306,22,Brazil,3,5,9,17,26.0,302.0,162,25,36,1,40,0,0,23,0,10,0,4,0,0,11,16,3,0,34,0,28,14,0,14,0,0,1,0,0,0,4,0,9,3,0,0,0,10,2,5,3,0,32,0,2,1,0.5294117647058824
931,2012,BUL,75,60,Bulgaria,0,2,1,3,26.0,302.0,39,2,7,1,9,1,0,0,0,4,0,1,0,0,2,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,2,0,0,12,0,2,9,0.52
932,2012,CAN,354,27,Canada,2,6,10,18,26.0,302.0,146,39,85,2,46,5,0,12,0,3,0,11,0,0,20,24,5,0,18,0,32,0,0,8,0,0,2,0,0,0,30,0,11,3,0,0,0,6,3,7,5,0,4,0,3,9,0.4124293785310734
933,2012,CHN,479,2,China,39,31,22,92,26.0,302.0,212,49,117,12,52,18,0,24,0,9,0,21,0,0,16,0,25,16,0,0,50,0,0,8,0,0,4,0,0,0,18,0,9,25,0,0,0,10,3,7,2,0,16,0,10,7,0.44258872651356995
934,2012,CMR,32,79,Cameroon,0,0,1,1,26.0,302.0,10,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.3125
935,2012,COL,120,38,Colombia,1,3,5,9,26.0,302.0,56,5,9,2,31,0,0,0,0,3,0,0,0,0,21,2,1,0,17,0,10,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,5,1,0,0,0,8,3,0.4666666666666667
936,2012,CRO,118,26,Croatia,3,1,2,6,26.0,302.0,69,10,18,0,9,0,0,12,0,0,0,1,0,0,2,0,1,0,0,0,6,29,0,2,0,0,0,0,0,0,5,0,12,9,0,0,0,4,2,4,0,0,0,0,0,2,0.5847457627118644
937,2012,CUB,118,16,Cuba,5,3,7,15,26.0,302.0,70,7,9,1,47,0,0,0,0,8,0,7,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,6,0,0,0,1,3,0,0,0,0,0,4,12,0.5932203389830508
938,2012,DEN,149,30,Denmark,2,4,3,9,26.0,302.0,76,20,28,6,6,11,0,0,0,1,0,10,0,0,13,7,0,0,0,0,1,29,0,0,0,0,0,0,0,0,10,0,13,6,0,0,0,3,0,1,2,0,0,0,0,2,0.5100671140939598
939,2012,DOM,36,47,Dominican Republic,1,1,0,2,26.0,302.0,15,2,2,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,12,0,2,0,0.4166666666666667
940,2012,EGY,132,56,Egypt,0,3,1,4,26.0,302.0,87,9,13,2,7,1,0,0,0,5,0,2,0,0,0,1,17,0,16,0,14,0,0,5,0,0,3,0,0,0,5,0,1,7,0,0,0,10,4,0,0,0,0,0,8,11,0.6590909090909091
941,2012,ESP,339,17,Spain,4,10,6,20,26.0,302.0,203,24,67,2,46,2,0,12,0,2,0,8,0,0,19,6,0,18,17,0,40,29,0,6,0,0,0,0,0,0,0,0,14,12,0,0,0,7,3,16,6,0,4,0,2,1,0.5988200589970502
942,2012,EST,36,65,Estonia,0,1,1,2,26.0,302.0,25,2,4,1,11,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0.6944444444444444
943,2012,FIN,69,60,Finland,0,2,1,3,26.0,302.0,32,3,14,0,17,2,0,0,0,0,0,2,0,0,3,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,11,6,0,0,0,0,1,1,0,0,0,0,1,2,0.463768115942029
944,2012,FRA,426,7,France,11,11,13,35,26.0,302.0,243,38,61,7,52,2,0,24,0,5,0,15,0,0,30,19,19,0,17,0,45,29,0,14,0,0,3,0,0,0,14,0,16,22,0,0,0,3,2,11,6,0,0,0,4,6,0.5704225352112676
945,2012,GAB,21,70,Gabon,0,1,0,1,26.0,302.0,19,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9047619047619048
946,2012,GBR,684,3,Great Britain,29,18,18,65,26.0,302.0,350,70,134,12,88,4,0,24,0,10,0,21,0,0,35,25,18,32,33,0,56,28,0,14,0,0,4,0,0,0,47,0,16,16,0,0,0,8,4,15,6,0,28,0,5,1,0.5116959064327485
947,2012,GEO,36,40,Georgia,1,2,3,6,26.0,302.0,28,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,13,0.7777777777777778
948,2012,GRE,115,77,Greece,0,0,2,2,26.0,302.0,70,12,36,1,25,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,13,0,0,2,0,0,0,0,0,0,10,0,11,3,0,0,0,2,1,0,0,0,2,0,1,2,0.6086956521739131
949,2012,HKG,55,79,Hong Kong,0,0,1,1,26.0,302.0,26,5,6,1,5,4,0,0,0,0,0,0,0,0,6,0,6,0,0,0,9,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,10,0,0,0,0,0,0,1,0,0.4727272727272727
950,2012,HUN,201,10,Hungary,8,4,6,18,26.0,302.0,113,17,91,0,18,0,0,0,0,3,0,17,0,0,3,0,4,0,0,0,7,16,0,8,0,0,4,0,0,0,4,0,3,6,0,0,0,4,0,4,1,0,0,0,1,7,0.5621890547263682
951,2012,INA,22,60,Indonesia,0,2,1,3,26.0,302.0,13,3,1,1,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0.5909090909090909
952,2012,IND,95,57,India,0,2,4,6,26.0,302.0,66,9,1,12,14,6,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,15,0,0,0,2,0,10,0,0,0,0,2,5,0.6947368421052632
953,2012,IRL,76,41,Ireland,1,1,4,6,26.0,302.0,42,5,7,0,24,2,0,0,0,6,0,3,0,0,5,13,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0.5526315789473685
954,2012,ITA,382,9,Italy,8,9,11,28,26.0,302.0,212,39,91,12,36,1,0,0,0,7,0,8,0,0,17,3,31,0,0,0,57,0,0,9,0,0,4,0,0,0,20,0,11,22,0,0,0,2,2,16,3,0,28,0,1,1,0.5549738219895288
955,2012,JAM,62,18,Jamaica,4,5,4,13,26.0,302.0,29,4,3,0,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46774193548387094
956,2012,JPN,399,11,Japan,7,14,17,38,26.0,302.0,199,37,65,12,56,11,0,0,0,4,0,10,0,0,12,13,16,16,35,0,56,0,0,14,0,0,3,0,0,0,5,0,9,8,0,0,0,10,2,5,5,0,14,0,5,13,0.49874686716791977
957,2012,KAZ,132,23,Kazakhstan,3,2,6,11,26.0,302.0,85,5,19,2,24,0,0,0,0,11,0,9,0,0,4,0,3,0,0,0,11,0,0,9,0,0,2,0,0,0,2,0,0,5,0,0,0,0,3,5,0,0,0,0,8,15,0.6439393939393939
958,2012,KEN,51,29,Kenya,2,4,7,13,26.0,302.0,29,1,3,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5686274509803921
959,2012,KOR,312,5,South Korea,13,9,9,31,26.0,302.0,176,22,23,12,18,14,0,0,0,2,0,0,0,0,12,0,26,32,18,0,33,29,0,14,0,0,3,0,0,0,4,0,4,21,0,0,0,11,4,0,1,0,12,0,10,9,0.5641025641025641
960,2012,KSA,23,79,Saudi Arabia,0,0,1,1,26.0,302.0,21,1,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9130434782608695
961,2012,LAT,50,48,Latvia,1,0,1,2,26.0,302.0,36,2,2,0,22,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0.72
962,2012,LTU,72,35,Lithuania,2,0,3,5,26.0,302.0,42,2,8,0,20,1,0,12,0,2,0,2,0,0,6,0,0,0,0,0,6,0,0,2,0,0,3,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5833333333333334
963,2012,MAR,67,79,Morocco,0,0,1,1,26.0,302.0,48,1,3,0,22,0,0,0,0,8,0,1,0,0,4,1,2,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0.7164179104477612
964,2012,MAS,38,65,Malaysia,0,1,1,2,26.0,302.0,22,6,15,7,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527
965,2012,MEX,119,39,Mexico,1,3,4,8,26.0,302.0,74,8,28,12,18,1,0,0,0,2,0,2,0,0,2,8,2,0,16,0,4,0,0,2,0,0,2,0,0,0,2,0,3,4,0,0,0,1,4,0,2,0,0,0,2,2,0.6218487394957983
966,2012,MNE,34,70,Montenegro,0,1,0,1,26.0,302.0,19,2,13,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5588235294117647
967,2012,NED,222,13,Netherlands,6,6,8,20,26.0,302.0,117,27,32,1,22,1,0,0,0,0,0,0,0,0,32,21,1,33,0,0,7,0,0,9,0,0,0,0,0,0,32,0,11,3,0,0,0,5,1,3,2,0,6,0,0,0,0.527027027027027
968,2012,NOR,69,34,Norway,2,1,1,4,26.0,302.0,37,5,6,1,13,1,0,0,0,0,0,2,0,0,7,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,0,0,0,0,0,2,0,0,1,0.5362318840579711
969,2012,NZL,204,14,New Zealand,6,2,5,13,26.0,302.0,110,28,31,0,8,0,0,0,0,2,0,9,0,0,26,11,0,32,31,0,0,0,0,1,0,0,0,0,0,0,26,0,15,1,0,0,0,0,3,1,6,0,0,0,1,0,0.5392156862745098
970,2012,POL,256,23,Poland,3,2,6,11,26.0,302.0,145,30,28,2,57,6,0,0,0,1,0,18,0,0,15,7,11,0,0,0,11,0,0,6,0,0,3,0,0,0,26,0,11,6,0,0,0,6,1,11,3,0,14,0,9,4,0.56640625
971,2012,POR,98,70,Portugal,0,1,0,1,26.0,302.0,56,9,11,0,25,2,0,0,0,0,0,10,0,0,5,2,0,0,0,0,13,0,0,4,0,0,0,0,0,0,2,0,12,4,0,0,0,6,0,0,2,0,0,0,0,0,0.5714285714285714
972,2012,PRK,57,21,North Korea,4,0,2,6,26.0,302.0,17,4,5,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,8,5,0.2982456140350877
973,2012,ROU,155,31,Romania,2,4,1,7,26.0,302.0,82,14,20,0,18,0,0,0,0,2,0,11,0,0,1,0,16,0,0,0,47,0,0,6,0,0,0,0,0,0,15,0,0,2,0,0,0,3,0,8,0,0,0,0,4,2,0.5290322580645161
974,2012,RSA,145,20,South Africa,4,1,1,6,26.0,302.0,84,13,38,1,22,4,0,0,0,2,0,2,0,0,10,1,0,33,16,0,0,0,0,1,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0,3,0,2,0,1,0,0.5793103448275863
975,2012,SLO,78,42,Slovenia,1,1,2,4,26.0,302.0,30,5,18,1,12,1,0,0,0,0,0,7,0,0,7,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,2,0,4,5,0,0,0,1,3,4,1,0,0,0,0,0,0.38461538461538464
976,2012,SRB,134,42,Serbia,1,1,2,4,26.0,302.0,92,12,26,0,14,0,0,0,0,1,0,13,0,0,2,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,6,0,0,15,0,0,0,2,3,11,0,0,24,0,0,1,0.6865671641791045
977,2012,SUI,126,33,Switzerland,2,2,0,4,26.0,302.0,89,11,13,2,13,1,0,0,0,0,0,2,0,0,13,8,3,0,17,0,11,0,0,2,0,0,0,0,0,0,8,0,6,12,0,0,0,0,0,4,4,0,6,0,0,1,0.7063492063492064
978,2012,SVK,65,63,Slovakia,0,1,3,4,26.0,302.0,35,6,7,0,11,1,0,0,0,0,0,15,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,1,0,0,0,1,0,0.5384615384615384
979,2012,SWE,168,37,Sweden,1,4,3,8,26.0,302.0,66,18,26,1,9,1,0,0,0,3,0,7,0,0,8,24,0,0,16,0,4,29,0,1,0,0,0,0,0,0,2,0,14,4,0,0,0,5,2,5,1,0,0,0,0,6,0.39285714285714285
980,2012,THA,43,59,Thailand,0,2,2,4,26.0,302.0,22,2,4,1,2,6,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,8,0,0,0,1,3,0,0,0,0,0,7,0,0.5116279069767442
981,2012,TPE,55,48,Chinese Taipei,1,0,1,2,26.0,302.0,22,6,4,12,6,9,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,3,3,4,0,0,0,0,4,0,0.4
982,2012,TTO,38,42,Trinidad and Tobago,1,1,2,4,26.0,302.0,26,3,2,0,30,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6842105263157895
983,2012,TUN,87,36,Tunisia,2,0,1,3,26.0,302.0,66,3,6,0,5,0,0,12,0,5,0,5,0,0,0,0,6,0,0,0,1,15,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,0,0,12,0,2,7,0.7586206896551724
984,2012,TUR,119,46,Turkey,1,1,1,3,26.0,302.0,52,4,8,1,33,1,0,12,0,6,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,7,0,0,0,2,3,0,0,0,12,0,9,13,0.4369747899159664
985,2012,UKR,304,15,Ukraine,5,4,10,19,26.0,302.0,161,21,40,12,80,2,0,0,0,7,0,3,0,0,12,9,11,0,0,0,44,0,0,10,0,0,4,0,0,0,21,0,4,16,0,0,0,4,2,2,2,0,0,0,6,13,0.5296052631578947
986,2012,USA,689,1,United States,48,26,30,104,26.0,302.0,346,57,138,12,141,3,0,24,0,12,0,8,0,0,28,25,32,16,17,0,53,0,0,5,0,0,3,0,0,0,44,0,16,25,0,0,0,6,4,20,5,0,32,0,3,17,0.502177068214804
987,2012,VEN,85,50,Venezuela,1,0,0,1,26.0,302.0,49,5,20,2,13,0,0,0,0,3,0,0,0,0,17,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,0,3,7,0.5764705882352941
988,2016,ALG,74,63,Algeria,0,2,0,2,28.0,306.0,61,1,2,0,16,0,0,0,0,8,0,0,0,0,2,0,2,0,18,0,10,0,0,5,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,0.8243243243243243
989,2016,ARG,232,26,Argentina,3,1,0,4,28.0,306.0,150,19,12,0,13,0,0,12,0,6,0,11,0,0,7,8,1,34,16,2,5,29,0,2,0,0,2,0,0,0,2,13,13,6,0,0,0,0,0,8,2,0,26,0,1,1,0.646551724137931
990,2016,AUS,518,10,Australia,8,11,10,29,28.0,306.0,255,51,130,7,65,5,0,24,0,3,0,20,0,0,43,24,0,32,17,4,4,0,0,7,0,0,2,0,0,0,29,25,11,23,0,0,0,10,4,14,6,0,4,0,2,3,0.4922779922779923
991,2016,AUT,85,78,Austria,0,0,1,1,28.0,306.0,45,11,11,1,6,2,0,0,0,0,0,5,0,0,5,1,1,0,0,2,5,0,0,5,0,0,0,0,0,0,3,0,8,9,0,0,0,10,0,2,3,0,4,0,1,1,0.5294117647058824
992,2016,AZE,69,39,Azerbaijan,1,7,10,18,28.0,306.0,53,1,2,1,4,0,0,0,0,11,0,4,0,0,4,0,1,0,0,0,13,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0,0,0,0,14,0.7681159420289855
993,2016,BAH,38,51,Bahamas,1,0,1,2,28.0,306.0,21,2,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5526315789473685
994,2016,BEL,138,35,Belgium,2,2,2,6,28.0,306.0,85,7,21,1,27,2,0,0,0,0,0,1,0,0,17,5,1,16,0,3,20,0,0,5,0,0,0,0,0,0,1,0,4,1,0,0,0,0,3,5,4,0,0,0,1,0,0.6159420289855072
995,2016,BLR,142,40,Belarus,1,4,4,9,28.0,306.0,65,9,13,1,36,0,0,10,0,3,0,7,0,0,7,0,1,0,0,0,20,0,0,2,0,0,1,0,0,0,10,0,2,8,0,0,0,3,0,2,0,0,0,0,8,8,0.45774647887323944
996,2016,BRA,583,13,Brazil,7,6,6,19,28.0,306.0,324,58,111,12,72,2,0,23,0,9,0,18,0,0,10,24,25,16,35,3,53,28,0,14,0,0,2,0,0,0,4,25,15,13,0,0,0,10,4,11,2,0,32,0,5,5,0.5557461406518011
997,2016,BUL,58,66,Bulgaria,0,1,2,3,28.0,306.0,33,3,4,0,12,3,0,0,0,3,0,3,0,0,1,0,1,0,0,0,6,0,0,2,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,11,0.5689655172413793
998,2016,CAN,405,20,Canada,4,3,15,22,28.0,306.0,151,37,74,2,78,2,0,12,0,3,0,16,0,0,27,18,5,16,18,4,27,0,0,7,0,0,2,0,0,0,26,12,9,3,0,0,0,2,1,6,5,0,20,0,2,8,0.3728395061728395
999,2016,CHN,499,3,China,26,18,26,70,28.0,306.0,204,46,115,12,57,16,0,24,0,11,0,12,0,0,18,1,19,17,15,4,55,0,0,8,0,0,4,0,0,0,17,0,8,25,0,0,0,10,4,8,2,0,14,0,10,13,0.4088176352705411
1000,2016,COL,157,22,Colombia,3,2,3,8,28.0,306.0,81,7,11,7,34,0,0,0,0,5,0,0,0,0,16,2,2,0,33,1,10,0,0,2,0,0,0,0,0,0,0,12,1,1,0,0,0,1,2,3,0,0,0,0,9,5,0.5159235668789809
1001,2016,CRO,93,17,Croatia,5,3,2,10,28.0,306.0,69,7,18,0,10,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,4,14,0,1,0,0,0,0,0,0,3,0,8,10,0,0,0,1,3,5,0,0,0,0,1,1,0.7419354838709677
1002,2016,CUB,143,18,Cuba,5,2,4,11,28.0,306.0,100,10,2,1,41,1,0,0,0,10,0,7,0,0,4,0,1,0,0,0,17,0,0,9,0,0,2,0,0,0,7,0,0,13,0,0,0,2,1,0,0,0,13,0,2,10,0.6993006993006993
1003,2016,DEN,143,27,Denmark,2,6,7,15,28.0,306.0,82,20,27,0,8,9,0,0,0,0,0,9,0,0,15,8,0,0,17,4,0,14,0,0,0,0,0,0,0,0,13,0,11,4,0,0,0,1,0,1,1,0,0,0,0,1,0.5734265734265734
1004,2016,DOM,30,78,Dominican Republic,0,0,1,1,28.0,306.0,22,2,2,1,14,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,3,0,0.7333333333333333
1005,2016,EGY,137,75,Egypt,0,0,3,3,28.0,306.0,91,7,25,2,4,0,0,0,0,4,0,2,0,0,1,1,11,0,0,0,4,14,0,5,0,0,3,0,0,0,2,0,1,15,0,0,0,7,3,0,0,0,14,0,9,10,0.6642335766423357
1006,2016,ESP,363,14,Spain,7,4,6,17,28.0,306.0,191,33,71,7,49,2,0,24,0,2,0,12,0,0,18,17,0,33,0,4,17,14,0,5,0,0,0,0,0,0,4,25,14,8,0,0,0,3,3,16,6,0,4,0,4,1,0.5261707988980716
1007,2016,EST,49,78,Estonia,0,0,1,1,28.0,306.0,28,3,2,1,18,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,1,0,0,0,1,3,0.5714285714285714
1008,2016,FIJ,53,54,Fiji,1,0,0,1,28.0,306.0,36,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,26,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.6792452830188679
1009,2016,FIN,67,78,Finland,0,0,1,1,28.0,306.0,34,3,15,2,16,1,0,0,0,1,0,0,0,0,2,1,0,0,0,4,7,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,1,1,0,0,0,0,0,2,3,0.5074626865671642
1010,2016,FRA,512,7,France,10,18,14,42,28.0,306.0,295,53,71,6,51,2,0,24,0,10,0,22,0,0,33,24,31,0,17,4,48,31,0,14,0,0,3,0,0,0,18,25,15,14,0,0,0,6,4,17,5,0,10,0,5,2,0.576171875
1011,2016,GBR,478,2,Great Britain,27,23,17,67,28.0,306.0,266,53,71,2,86,8,0,0,0,12,0,16,0,0,34,24,7,33,0,4,50,0,0,7,0,0,4,0,0,0,43,24,15,7,0,0,0,5,4,14,6,0,0,0,2,0,0.5564853556485355
1012,2016,GEO,45,38,Georgia,2,1,4,7,28.0,306.0,31,1,2,6,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,4,11,0.6888888888888889
1013,2016,GRE,104,25,Greece,3,1,2,6,28.0,306.0,67,10,39,1,25,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,9,0,0,2,0,0,0,0,0,0,10,0,7,3,0,0,0,1,0,0,0,0,0,0,1,1,0.6442307692307693
1014,2016,HUN,204,12,Hungary,8,3,4,15,28.0,306.0,114,15,87,0,19,1,0,0,0,2,0,22,0,0,1,0,13,0,0,0,6,0,0,8,0,0,4,0,0,0,3,0,5,14,0,0,0,3,0,3,4,0,0,0,1,8,0.5588235294117647
1015,2016,INA,31,46,Indonesia,1,2,0,3,28.0,306.0,20,4,2,7,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.6451612903225806
1016,2016,IND,130,67,India,0,1,1,2,28.0,306.0,68,10,2,7,32,7,0,0,0,3,0,0,0,0,0,0,0,32,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,18,0,0,0,4,0,6,0,0,0,0,2,7,0.5230769230769231
1017,2016,IRI,67,24,Iran,3,1,4,8,28.0,306.0,56,1,1,1,10,0,0,0,0,1,0,1,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,3,4,0,0,0,12,0,5,12,0.835820895522388
