Country,Year,Sport,Gold,Silver,Bronze,Total_medal,athlete_count,female_count,male_count,participated_team_events_count
South Korea,2004,Swimming,0,0,0,0,29,17,12,3
South Korea,2004,Synchronized Swimming,0,0,0,0,2,2,0,1
South Korea,2004,Table Tennis,1,1,1,3,14,7,7,2
South Korea,2004,Taekwondo,2,0,2,4,4,2,2,0
South Korea,2004,Tennis,0,0,0,0,2,1,1,0
South Korea,2004,Volleyball,0,0,0,0,11,11,0,1
South Korea,2004,Weightlifting,0,2,0,2,8,4,4,0
South Korea,2004,Wrestling,1,1,0,2,9,1,8,0
South Korea,2008,Archery,2,2,1,5,12,6,6,2
South Korea,2008,Athletics,0,0,0,0,17,7,10,1
South Korea,2008,Badminton,1,1,1,3,15,7,8,3
South Korea,2008,Baseball,1,0,0,1,24,0,24,1
South Korea,2008,Basketball,0,0,0,0,11,11,0,1
South Korea,2008,Boxing,0,0,1,1,5,0,5,0
South Korea,2008,Canoeing,0,0,0,0,1,1,0,0
South Korea,2008,Cycling,0,0,0,0,4,3,1,0
South Korea,2008,Diving,0,0,0,0,1,0,1,0
South Korea,2008,Equestrianism,0,0,0,0,1,0,1,0
South Korea,2008,Fencing,0,1,0,1,13,5,8,1
South Korea,2008,Football,0,0,0,0,16,0,16,1
South Korea,2008,Gymnastics,0,1,0,1,42,4,38,5
South Korea,2008,Handball,0,0,1,1,28,14,14,2
South Korea,2008,Hockey,0,0,0,0,33,16,17,2
South Korea,2008,Judo,1,2,1,4,14,7,7,0
South Korea,2008,Modern Pentathlon,0,0,0,0,3,1,2,0
South Korea,2008,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
South Korea,2008,Rowing,0,0,0,0,5,3,2,2
South Korea,2008,Sailing,0,0,0,0,4,0,4,1
South Korea,2008,Shooting,1,1,0,2,20,9,11,0
South Korea,2008,Swimming,1,1,0,2,22,13,9,1
South Korea,2008,Table Tennis,0,0,2,2,12,6,6,2
South Korea,2008,Taekwondo,4,0,0,4,4,2,2,0
South Korea,2008,Tennis,0,0,0,0,1,0,1,0
South Korea,2008,Weightlifting,2,1,0,3,9,4,5,0
South Korea,2008,Wrestling,0,0,1,1,11,1,10,0
South Korea,2012,Archery,3,0,1,4,12,6,6,2
South Korea,2012,Athletics,0,0,0,0,18,6,12,1
South Korea,2012,Badminton,0,0,1,1,14,7,7,3
South Korea,2012,Boxing,0,1,0,1,2,0,2,0
South Korea,2012,Cycling,0,0,0,0,12,6,6,2
South Korea,2012,Diving,0,0,0,0,2,1,1,0
South Korea,2012,Fencing,2,1,3,6,26,16,10,3
South Korea,2012,Football,0,0,1,1,18,0,18,1
South Korea,2012,Gymnastics,1,0,0,1,32,4,28,5
South Korea,2012,Handball,0,0,0,0,29,15,14,2
South Korea,2012,Hockey,0,0,0,0,32,16,16,2
South Korea,2012,Judo,2,0,1,3,14,7,7,0
South Korea,2012,Modern Pentathlon,0,0,0,0,3,1,2,0
South Korea,2012,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
South Korea,2012,Rowing,0,0,0,0,4,3,1,1
South Korea,2012,Sailing,0,0,0,0,4,0,4,1
South Korea,2012,Shooting,3,2,0,5,21,9,12,0
South Korea,2012,Swimming,0,2,0,2,19,10,9,0
South Korea,2012,Synchronized Swimming,0,0,0,0,2,2,0,1
South Korea,2012,Table Tennis,0,1,0,1,11,6,5,2
South Korea,2012,Taekwondo,1,1,0,2,4,2,2,0
South Korea,2012,Triathlon,0,0,0,0,1,0,1,0
South Korea,2012,Volleyball,0,0,0,0,12,12,0,1
South Korea,2012,Weightlifting,0,0,0,0,10,4,6,0
South Korea,2012,Wrestling,1,0,0,1,9,2,7,0
South Korea,2016,Archery,4,0,1,5,12,6,6,2
South Korea,2016,Athletics,0,0,0,0,17,5,12,0
South Korea,2016,Badminton,0,0,1,1,14,7,7,3
South Korea,2016,Boxing,0,0,0,0,1,0,1,0
South Korea,2016,Canoeing,0,0,0,0,3,0,3,1
South Korea,2016,Cycling,0,0,0,0,12,2,10,1
South Korea,2016,Diving,0,0,0,0,2,0,2,0
South Korea,2016,Equestrianism,0,0,0,0,1,0,1,0
South Korea,2016,Fencing,1,0,1,2,25,15,10,3
South Korea,2016,Football,0,0,0,0,17,0,17,1
South Korea,2016,Golf,1,0,0,1,6,4,2,0
South Korea,2016,Gymnastics,0,0,0,0,30,4,26,5
South Korea,2016,Handball,0,0,0,0,15,15,0,1
South Korea,2016,Hockey,0,0,0,0,16,16,0,1
South Korea,2016,Judo,0,2,1,3,12,5,7,0
South Korea,2016,Modern Pentathlon,0,0,0,0,3,1,2,0
South Korea,2016,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
South Korea,2016,Rowing,0,0,0,0,2,1,1,0
South Korea,2016,Sailing,0,0,0,0,4,0,4,1
South Korea,2016,Shooting,1,1,0,2,20,8,12,0
South Korea,2016,Swimming,0,0,0,0,11,6,5,0
South Korea,2016,Table Tennis,0,0,0,0,10,5,5,2
South Korea,2016,Taekwondo,2,0,3,5,5,2,3,0
South Korea,2016,Volleyball,0,0,0,0,12,12,0,1
South Korea,2016,Weightlifting,0,0,1,1,7,3,4,0
South Korea,2016,Wrestling,0,0,1,1,5,0,5,0
South Korea,2020,Archery,4,0,0,4,14,7,7,3
South Korea,2020,Artistic Gymnastics,1,0,1,2,42,10,32,1
South Korea,2020,Athletics,0,0,0,0,7,2,5,0
South Korea,2020,Badminton,0,0,1,1,11,7,4,3
South Korea,2020,Baseball/Softball,0,0,0,0,24,0,24,1
South Korea,2020,Basketball,0,0,0,0,12,12,0,1
South Korea,2020,Boxing,0,0,0,0,2,2,0,0
South Korea,2020,Canoe Sprint,0,0,0,0,1,0,1,0
South Korea,2020,Cycling Road,0,0,0,0,1,1,0,0
South Korea,2020,Cycling Track,0,0,0,0,2,2,0,0
South Korea,2020,Diving,0,0,0,0,8,2,6,1
South Korea,2020,Equestrian,0,0,0,0,1,0,1,0
South Korea,2020,Fencing,1,1,3,5,30,15,15,4
South Korea,2020,Football,0,0,0,0,22,0,22,1
South Korea,2020,Golf,0,0,0,0,6,4,2,0
South Korea,2020,Handball,0,0,0,0,15,15,0,1
South Korea,2020,Judo,0,1,2,3,26,13,13,1
South Korea,2020,Karate,0,0,0,0,1,0,1,0
South Korea,2020,Modern Pentathlon,0,0,1,1,4,2,2,0
South Korea,2020,Rowing,0,0,0,0,1,1,0,0
South Korea,2020,Rugby Sevens,0,0,0,0,13,0,13,1
South Korea,2020,Sailing,0,0,0,0,4,0,4,1
South Korea,2020,Shooting,0,1,0,1,24,12,12,2
South Korea,2020,Sport Climbing,0,0,0,0,2,1,1,0
South Korea,2020,Swimming,0,0,0,0,25,11,14,2
South Korea,2020,Table Tennis,0,0,0,0,12,6,6,3
South Korea,2020,Taekwondo,0,1,2,3,6,3,3,0
South Korea,2020,Tennis,0,0,0,0,1,0,1,0
South Korea,2020,Volleyball,0,0,0,0,12,12,0,1
South Korea,2020,Weightlifting,0,0,0,0,7,4,3,0
South Korea,2020,Wrestling,0,0,0,0,2,0,2,0
South Korea,2024,Archery,5,1,1,7,14,7,7,3
South Korea,2024,Artistic Gymnastics,0,0,0,0,44,32,12,3
South Korea,2024,Artistic Swimming,0,0,0,0,2,2,0,1
South Korea,2024,Athletics,0,0,0,0,3,0,3,0
South Korea,2024,Badminton,1,1,0,2,13,8,5,3
South Korea,2024,Boxing,0,0,1,1,2,2,0,0
South Korea,2024,Breaking,0,0,0,0,1,0,1,0
South Korea,2024,Cycling Road,0,0,0,0,2,1,1,0
South Korea,2024,Diving,0,0,0,0,6,2,4,0
South Korea,2024,Equestrian,0,0,0,0,1,0,1,0
South Korea,2024,Fencing,2,1,0,3,23,14,9,3
South Korea,2024,Golf,0,0,0,0,5,3,2,0
South Korea,2024,Handball,0,0,0,0,17,17,0,1
South Korea,2024,Judo,0,2,3,5,22,12,10,1
South Korea,2024,Modern Pentathlon,0,0,1,1,4,2,2,0
South Korea,2024,Sailing,0,0,0,0,1,0,1,0
South Korea,2024,Shooting,3,3,0,6,29,16,13,3
South Korea,2024,Sport Climbing,0,0,0,0,3,1,2,0
South Korea,2024,Swimming,0,0,1,1,32,5,27,3
South Korea,2024,Table Tennis,0,0,2,2,12,6,6,3
South Korea,2024,Taekwondo,2,0,1,3,4,2,2,0
South Korea,2024,Weightlifting,0,1,0,1,5,2,3,0
South Korea,2024,Wrestling,0,0,0,0,3,1,2,0
South Sudan,2016,Athletics,0,0,0,0,3,1,2,0
South Sudan,2020,Athletics,0,0,0,0,2,1,1,0
South Sudan,2024,Athletics,0,0,0,0,2,1,1,0
South Sudan,2024,Basketball,0,0,0,0,12,0,12,1
Spain,1900,Basque Pelota,1,0,0,1,2,0,2,1
Spain,1900,Equestrianism,0,0,0,0,1,0,1,0
Spain,1900,Fencing,0,0,0,0,3,0,3,0
Spain,1900,Rowing,0,0,0,0,6,0,6,1
Spain,1920,Athletics,0,0,0,0,24,0,24,1
Spain,1920,Football,0,1,0,1,18,0,18,1
Spain,1920,Polo,0,1,0,1,5,0,5,1
Spain,1920,Shooting,0,0,0,0,45,0,45,8
Spain,1920,Swimming,0,0,0,0,3,0,3,0
Spain,1920,Tennis,0,0,0,0,8,0,8,1
Spain,1920,Water Polo,0,0,0,0,8,0,8,1
Spain,1924,Art Competitions,0,0,0,0,1,0,1,0
Spain,1924,Athletics,0,0,0,0,32,0,32,3
Spain,1924,Boxing,0,0,0,0,7,0,7,0
Spain,1924,Diving,0,0,0,0,5,0,5,0
Spain,1924,Equestrianism,0,0,0,0,8,0,8,1
Spain,1924,Fencing,0,0,0,0,28,0,28,3
Spain,1924,Football,0,0,0,0,11,0,11,1
Spain,1924,Polo,0,0,0,0,6,0,6,1
Spain,1924,Rowing,0,0,0,0,14,0,14,2
Spain,1924,Sailing,0,0,0,0,4,0,4,1
Spain,1924,Shooting,0,0,0,0,1,0,1,0
Spain,1924,Swimming,0,0,0,0,7,0,7,1
Spain,1924,Tennis,0,0,0,0,16,6,10,3
Spain,1924,Water Polo,0,0,0,0,7,0,7,1
Spain,1924,Wrestling,0,0,0,0,4,0,4,0
Spain,1928,Athletics,0,0,0,0,18,0,18,2
Spain,1928,Boxing,0,0,0,0,6,0,6,0
Spain,1928,Cycling,0,0,0,0,1,0,1,0
Spain,1928,Equestrianism,1,0,0,1,12,0,12,2
Spain,1928,Fencing,0,0,0,0,18,0,18,2
Spain,1928,Football,0,0,0,0,17,0,17,1
Spain,1928,Hockey,0,0,0,0,15,0,15,1
Spain,1928,Sailing,0,0,0,0,6,0,6,1
Spain,1928,Swimming,0,0,0,0,6,0,6,1
Spain,1928,Water Polo,0,0,0,0,7,0,7,1
Spain,1932,Art Competitions,0,0,0,0,1,0,1,0
Spain,1932,Sailing,0,0,1,1,1,0,1,0
Spain,1932,Shooting,0,0,0,0,6,0,6,0
Spain,1948,Art Competitions,0,0,0,0,1,0,1,0
Spain,1948,Athletics,0,0,0,0,10,0,10,0
Spain,1948,Boxing,0,0,0,0,8,0,8,0
Spain,1948,Equestrianism,0,1,0,1,13,0,13,2
Spain,1948,Hockey,0,0,0,0,14,0,14,1
Spain,1948,Modern Pentathlon,0,0,0,0,3,0,3,0
Spain,1948,Rowing,0,0,0,0,1,0,1,0
Spain,1948,Sailing,0,0,0,0,4,0,4,1
Spain,1948,Shooting,0,0,0,0,7,0,7,0
Spain,1948,Swimming,0,0,0,0,15,0,15,1
Spain,1948,Water Polo,0,0,0,0,8,0,8,1
Spain,1952,Equestrianism,0,0,0,0,12,0,12,2
Spain,1952,Gymnastics,0,0,0,0,7,0,7,3
Spain,1952,Rowing,0,0,0,0,6,0,6,1
Spain,1952,Sailing,0,0,0,0,1,0,1,0
Spain,1952,Shooting,0,1,0,1,4,0,4,0
Spain,1952,Swimming,0,0,0,0,4,0,4,0
Spain,1952,Water Polo,0,0,0,0,8,0,8,1
Spain,1956,Equestrianism,0,0,0,0,12,0,12,2
Spain,1960,Athletics,0,0,0,0,14,0,14,0
Spain,1960,Basketball,0,0,0,0,12,0,12,1
Spain,1960,Boxing,0,0,0,0,8,0,8,0
Spain,1960,Canoeing,0,0,0,0,3,0,3,1
Spain,1960,Cycling,0,0,0,0,14,0,14,2
Spain,1960,Equestrianism,0,0,0,0,14,0,14,2
Spain,1960,Fencing,0,0,0,0,20,3,17,2
Spain,1960,Gymnastics,0,0,0,0,82,36,46,6
Spain,1960,Hockey,0,0,1,1,14,0,14,1
Spain,1960,Modern Pentathlon,0,0,0,0,2,0,2,0
Spain,1960,Rowing,0,0,0,0,18,0,18,3
Spain,1960,Sailing,0,0,0,0,11,0,11,4
Spain,1960,Shooting,0,0,0,0,10,0,10,0
Spain,1960,Swimming,0,0,0,0,10,2,8,1
Spain,1960,Weightlifting,0,0,0,0,2,0,2,0
Spain,1960,Wrestling,0,0,0,0,4,0,4,0
Spain,1964,Athletics,0,0,0,0,8,0,8,1
Spain,1964,Boxing,0,0,0,0,4,0,4,0
Spain,1964,Cycling,0,0,0,0,8,0,8,1
Spain,1964,Equestrianism,0,0,0,0,6,0,6,1
Spain,1964,Hockey,0,0,0,0,14,0,14,1
Spain,1964,Sailing,0,0,0,0,1,0,1,0
Spain,1964,Shooting,0,0,0,0,5,0,5,0
Spain,1964,Swimming,0,0,0,0,20,5,15,3
Spain,1964,Wrestling,0,0,0,0,1,0,1,0
Spain,1968,Athletics,0,0,0,0,10,0,10,1
Spain,1968,Basketball,0,0,0,0,12,0,12,1
Spain,1968,Boxing,0,0,0,0,6,0,6,0
Spain,1968,Canoeing,0,0,0,0,5,0,5,1
Spain,1968,Cycling,0,0,0,0,9,0,9,1
Spain,1968,Football,0,0,0,0,18,0,18,1
Spain,1968,Hockey,0,0,0,0,17,0,17,1
Spain,1968,Rowing,0,0,0,0,3,0,3,1
Spain,1968,Sailing,0,0,0,0,8,0,8,3
Spain,1968,Shooting,0,0,0,0,12,0,12,0
Spain,1968,Swimming,0,0,0,0,26,3,23,3
Spain,1968,Water Polo,0,0,0,0,11,0,11,1
Spain,1972,Archery,0,0,0,0,2,1,1,0
Spain,1972,Athletics,0,0,0,0,14,0,14,1
Spain,1972,Basketball,0,0,0,0,12,0,12,1
Spain,1972,Boxing,0,0,1,1,5,0,5,0
Spain,1972,Canoeing,0,0,0,0,6,0,6,2
Spain,1972,Cycling,0,0,0,0,10,0,10,1
Spain,1972,Diving,0,0,0,0,2,1,1,0
Spain,1972,Equestrianism,0,0,0,0,7,0,7,1
Spain,1972,Gymnastics,0,0,0,0,26,5,21,4
Spain,1972,Handball,0,0,0,0,15,0,15,1
Spain,1972,Hockey,0,0,0,0,18,0,18,1
Spain,1972,Judo,0,0,0,0,2,0,2,0
Spain,1972,Sailing,0,0,0,0,7,0,7,1
Spain,1972,Shooting,0,0,0,0,9,0,9,0
Spain,1972,Swimming,0,0,0,0,15,2,13,2
Spain,1972,Water Polo,0,0,0,0,11,0,11,1
Spain,1972,Weightlifting,0,0,0,0,1,0,1,0
Spain,1976,Athletics,0,0,0,0,18,2,16,1
Spain,1976,Boxing,0,0,0,0,5,0,5,0
Spain,1976,Canoeing,0,1,0,1,10,0,10,3
Spain,1976,Cycling,0,0,0,0,4,0,4,0
Spain,1976,Diving,0,0,0,0,2,1,1,0
Spain,1976,Equestrianism,0,0,0,0,7,0,7,1
Spain,1976,Football,0,0,0,0,16,0,16,1
Spain,1976,Gymnastics,0,0,0,0,36,15,21,4
Spain,1976,Hockey,0,0,0,0,16,0,16,1
Spain,1976,Judo,0,0,0,0,2,0,2,0
Spain,1976,Sailing,0,1,0,1,10,0,10,4
Spain,1976,Shooting,0,0,0,0,9,0,9,0
Spain,1976,Swimming,0,0,0,0,24,8,16,3
Spain,1976,Weightlifting,0,0,0,0,1,0,1,0
Spain,1980,Archery,0,0,0,0,2,0,2,0
Spain,1980,Athletics,0,1,0,1,25,0,25,1
Spain,1980,Basketball,0,0,0,0,12,0,12,1
Spain,1980,Canoeing,0,1,1,2,9,0,9,4
Spain,1980,Diving,0,0,0,0,3,2,1,0
Spain,1980,Fencing,0,0,0,0,4,0,4,0
Spain,1980,Football,0,0,0,0,16,0,16,1
Spain,1980,Gymnastics,0,0,0,0,36,15,21,4
Spain,1980,Handball,0,0,0,0,13,0,13,1
Spain,1980,Hockey,0,1,0,1,16,0,16,1
Spain,1980,Judo,0,0,0,0,2,0,2,0
Spain,1980,Modern Pentathlon,0,0,0,0,6,0,6,1
Spain,1980,Rowing,0,0,0,0,13,0,13,4
Spain,1980,Sailing,1,0,0,1,7,0,7,3
Spain,1980,Shooting,0,0,0,0,8,0,8,0
Spain,1980,Swimming,0,0,1,1,26,7,19,4
Spain,1980,Water Polo,0,0,0,0,11,0,11,1
Spain,1980,Wrestling,0,0,0,0,2,0,2,0
Spain,1984,Archery,0,0,0,0,4,2,2,0
Spain,1984,Athletics,0,0,1,1,30,3,27,2
Spain,1984,Basketball,0,1,0,1,12,0,12,1
Spain,1984,Boxing,0,0,0,0,4,0,4,0
Spain,1984,Canoeing,0,0,1,1,16,0,16,5
Spain,1984,Cycling,0,0,0,0,4,0,4,0
Spain,1984,Diving,0,0,0,0,2,0,2,0
Spain,1984,Equestrianism,0,0,0,0,7,0,7,1
Spain,1984,Fencing,0,0,0,0,2,0,2,0
Spain,1984,Gymnastics,0,0,0,0,57,36,21,5
Spain,1984,Handball,0,0,0,0,15,0,15,1
Spain,1984,Hockey,0,0,0,0,16,0,16,1
Spain,1984,Judo,0,0,0,0,6,0,6,0
Spain,1984,Modern Pentathlon,0,0,0,0,6,0,6,1
Spain,1984,Rhythmic Gymnastics,0,0,0,0,2,2,0,0
Spain,1984,Rowing,0,1,0,1,10,0,10,3
Spain,1984,Sailing,1,0,0,1,8,0,8,3
Spain,1984,Shooting,0,0,0,0,14,1,13,0
Spain,1984,Swimming,0,0,0,0,17,0,17,1
Spain,1984,Synchronized Swimming,0,0,0,0,5,5,0,1
Spain,1984,Water Polo,0,0,0,0,13,0,13,1
Spain,1984,Weightlifting,0,0,0,0,4,0,4,0
Spain,1984,Wrestling,0,0,0,0,3,0,3,0
Spain,1988,Archery,0,0,0,0,7,1,6,1
Spain,1988,Athletics,0,0,0,0,37,7,30,2
Spain,1988,Basketball,0,0,0,0,12,0,12,1
Spain,1988,Boxing,0,0,0,0,5,0,5,0
Spain,1988,Canoeing,0,0,0,0,14,0,14,4
Spain,1988,Cycling,0,0,0,0,15,0,15,2
Spain,1988,Diving,0,0,0,0,2,0,2,0
Spain,1988,Equestrianism,0,0,0,0,11,0,11,1
Spain,1988,Fencing,0,0,0,0,11,0,11,1
Spain,1988,Gymnastics,0,0,0,0,57,36,21,5
Spain,1988,Handball,0,0,0,0,15,0,15,1
Spain,1988,Hockey,0,0,0,0,16,0,16,1
Spain,1988,Judo,0,0,0,0,3,0,3,0
Spain,1988,Modern Pentathlon,0,0,0,0,6,0,6,1
Spain,1988,Rhythmic Gymnastics,0,0,0,0,2,2,0,0
Spain,1988,Rowing,0,0,0,0,13,0,13,4
Spain,1988,Sailing,1,0,0,1,17,3,14,6
Spain,1988,Shooting,0,0,1,1,11,3,8,0
Spain,1988,Swimming,0,0,1,1,24,7,17,2
Spain,1988,Synchronized Swimming,0,0,0,0,5,5,0,1
Spain,1988,Tennis,0,1,0,1,6,1,5,1
Spain,1988,Water Polo,0,0,0,0,13,0,13,1
Spain,1988,Weightlifting,0,0,0,0,6,0,6,0
Spain,1988,Wrestling,0,0,0,0,9,0,9,0
Spain,1992,Archery,1,0,0,1,7,1,6,1
Spain,1992,Athletics,2,1,1,4,62,16,46,4
Spain,1992,Badminton,0,0,0,0,2,1,1,0
Spain,1992,Baseball,0,0,0,0,20,0,20,1
Spain,1992,Basketball,0,0,0,0,23,11,12,2
Spain,1992,Boxing,0,1,0,1,7,0,7,0
Spain,1992,Canoeing,0,0,0,0,27,9,18,6
Spain,1992,Cycling,1,0,0,1,18,3,15,2
Spain,1992,Diving,0,0,0,0,3,1,2,0
Spain,1992,Equestrianism,0,0,0,0,17,0,17,2
Spain,1992,Fencing,0,0,0,0,26,2,24,3
Spain,1992,Football,1,0,0,1,17,0,17,1
Spain,1992,Gymnastics,0,0,0,0,50,36,14,5
Spain,1992,Handball,0,0,0,0,30,14,16,2
Spain,1992,Hockey,1,0,0,1,31,15,16,2
Spain,1992,Judo,2,0,0,2,12,7,5,0
Spain,1992,Modern Pentathlon,0,0,0,0,6,0,6,1
Spain,1992,Rhythmic Gymnastics,0,1,0,1,2,2,0,0
Spain,1992,Rowing,0,0,0,0,22,0,22,5
Spain,1992,Sailing,4,1,0,5,17,4,13,6
Spain,1992,Shooting,0,0,0,0,22,8,14,0
Spain,1992,Swimming,1,0,0,1,43,23,20,3
Spain,1992,Synchronized Swimming,0,0,0,0,5,5,0,1
Spain,1992,Table Tennis,0,0,0,0,7,3,4,2
Spain,1992,Tennis,0,2,1,3,9,4,5,2
Spain,1992,Volleyball,0,0,0,0,24,12,12,2
Spain,1992,Water Polo,0,1,0,1,12,0,12,1
Spain,1992,Weightlifting,0,0,0,0,6,0,6,0
Spain,1992,Wrestling,0,0,0,0,10,0,10,0
Spain,1996,Archery,0,0,0,0,1,0,1,0
Spain,1996,Athletics,0,1,1,2,62,18,44,2
Spain,1996,Beach Volleyball,0,0,0,0,4,0,4,1
Spain,1996,Boxing,0,0,1,1,1,0,1,0
Spain,1996,Canoeing,0,0,0,0,28,9,19,7
Spain,1996,Cycling,1,1,0,2,25,7,18,1
Spain,1996,Diving,0,0,0,0,5,2,3,0
Spain,1996,Equestrianism,0,0,0,0,23,2,21,3
Spain,1996,Fencing,0,0,0,0,16,2,14,2
Spain,1996,Football,0,0,0,0,17,0,17,1
Spain,1996,Gymnastics,0,0,0,0,46,39,7,5
Spain,1996,Handball,0,0,1,1,16,0,16,1
Spain,1996,Hockey,0,1,0,1,32,16,16,2
Spain,1996,Judo,0,1,2,3,9,5,4,0
Spain,1996,Rhythmic Gymnastics,1,0,0,1,8,8,0,1
Spain,1996,Rowing,0,0,0,0,11,3,8,4
Spain,1996,Sailing,2,0,0,2,16,4,12,5
Spain,1996,Shooting,0,0,0,0,10,6,4,0
Spain,1996,Swimming,0,0,0,0,31,22,9,4
Spain,1996,Tennis,0,2,1,3,10,5,5,2
Spain,1996,Water Polo,1,0,0,1,12,0,12,1
Spain,1996,Weightlifting,0,0,0,0,1,0,1,0
Spain,2000,Archery,0,0,0,0,1,1,0,0
Spain,2000,Athletics,0,0,1,1,63,26,37,3
Spain,2000,Basketball,0,0,0,0,12,0,12,1
Spain,2000,Beach Volleyball,0,0,0,0,2,0,2,1
Spain,2000,Boxing,0,1,0,1,1,0,1,0
Spain,2000,Canoeing,0,0,0,0,21,8,13,5
Spain,2000,Cycling,1,0,1,2,31,8,23,3
Spain,2000,Diving,0,0,0,0,5,2,3,0
Spain,2000,Equestrianism,0,0,0,0,20,2,18,3
Spain,2000,Fencing,0,0,0,0,6,0,6,1
Spain,2000,Football,0,1,0,1,17,0,17,1
Spain,2000,Gymnastics,1,0,0,1,74,32,42,6
Spain,2000,Handball,0,0,1,1,15,0,15,1
Spain,2000,Hockey,0,0,0,0,32,16,16,2
Spain,2000,Judo,1,0,0,1,12,7,5,0
Spain,2000,Rhythmic Gymnastics,0,0,0,0,8,8,0,1
Spain,2000,Rowing,0,0,0,0,4,0,4,2
Spain,2000,Sailing,0,0,0,0,17,4,13,6
Spain,2000,Shooting,0,0,0,0,7,4,3,0
Spain,2000,Swimming,0,0,1,1,35,18,17,5
Spain,2000,Synchronized Swimming,0,0,0,0,2,2,0,1
Spain,2000,Taekwondo,0,1,0,1,4,2,2,0
Spain,2000,Tennis,0,0,1,1,11,5,6,2
Spain,2000,Triathlon,0,0,0,0,4,1,3,0
Spain,2000,Volleyball,0,0,0,0,12,0,12,1
Spain,2000,Water Polo,0,0,0,0,12,0,12,1
Spain,2000,Weightlifting,0,0,0,0,3,2,1,0
Spain,2004,Archery,0,0,0,0,2,1,1,0
Spain,2004,Athletics,0,1,2,3,60,23,37,2
Spain,2004,Badminton,0,0,0,0,3,0,3,1
Spain,2004,Basketball,0,0,0,0,24,12,12,2
Spain,2004,Beach Volleyball,0,1,0,1,2,0,2,1
Spain,2004,Canoeing,1,1,0,2,19,6,13,6
Spain,2004,Cycling,0,3,2,5,32,7,25,3
Spain,2004,Diving,0,0,0,0,4,3,1,0
Spain,2004,Equestrianism,0,1,1,2,8,2,6,1
Spain,2004,Fencing,0,0,0,0,1,0,1,0
Spain,2004,Gymnastics,1,0,1,2,72,31,41,6
Spain,2004,Handball,0,0,0,0,30,15,15,2
Spain,2004,Hockey,0,0,0,0,32,16,16,2
Spain,2004,Judo,0,0,0,0,10,4,6,0
Spain,2004,Rhythmic Gymnastics,0,0,0,0,7,7,0,1
Spain,2004,Rowing,0,0,0,0,9,3,6,3
Spain,2004,Sailing,1,2,0,3,19,7,12,6
Spain,2004,Shooting,0,1,0,1,8,4,4,0
Spain,2004,Swimming,0,0,0,0,27,19,8,4
Spain,2004,Synchronized Swimming,0,0,0,0,10,10,0,2
Spain,2004,Table Tennis,0,0,0,0,1,0,1,0
Spain,2004,Taekwondo,0,0,0,0,4,2,2,0
Spain,2004,Tennis,0,1,0,1,16,8,8,2
Spain,2004,Triathlon,0,0,0,0,6,3,3,0
Spain,2004,Water Polo,0,0,0,0,13,0,13,1
Spain,2004,Weightlifting,0,0,0,0,2,1,1,0
Spain,2004,Wrestling,0,0,0,0,2,0,2,0
Spain,2008,Archery,0,0,0,0,1,0,1,0
Spain,2008,Athletics,0,0,0,0,55,22,33,0
Spain,2008,Badminton,0,0,0,0,2,1,1,0
Spain,2008,Basketball,0,1,0,1,24,12,12,2
Spain,2008,Beach Volleyball,0,0,0,0,2,0,2,1
Spain,2008,Boxing,0,0,0,0,1,0,1,0
Spain,2008,Canoeing,1,2,0,3,14,8,6,3
Spain,2008,Cycling,2,1,1,4,24,5,19,2
Spain,2008,Diving,0,0,0,0,2,1,1,0
Spain,2008,Equestrianism,0,0,0,0,2,0,2,0
Spain,2008,Fencing,0,0,1,1,5,1,4,0
Spain,2008,Gymnastics,0,1,0,1,46,8,38,5
Spain,2008,Handball,0,0,1,1,14,0,14,1
Spain,2008,Hockey,0,1,0,1,32,16,16,2
Spain,2008,Judo,0,0,0,0,6,4,2,0
Spain,2008,Modern Pentathlon,0,0,0,0,1,0,1,0
Spain,2008,Rhythmic Gymnastics,0,0,0,0,7,7,0,1
Spain,2008,Rowing,0,0,0,0,1,1,0,0
Spain,2008,Sailing,1,1,0,2,16,7,9,5
Spain,2008,Shooting,0,0,0,0,10,4,6,0
Spain,2008,Swimming,0,0,0,0,32,20,12,3
Spain,2008,Synchronized Swimming,0,2,0,2,10,10,0,2
Spain,2008,Table Tennis,0,0,0,0,7,5,2,1
Spain,2008,Taekwondo,0,0,0,0,3,1,2,0
Spain,2008,Tennis,1,1,0,2,16,8,8,2
Spain,2008,Triathlon,0,0,0,0,4,2,2,0
Spain,2008,Water Polo,0,0,0,0,13,0,13,1
Spain,2008,Weightlifting,0,0,0,0,2,1,1,0
Spain,2008,Wrestling,0,0,0,0,3,2,1,0
Spain,2012,Archery,0,0,0,0,2,1,1,0
Spain,2012,Athletics,0,0,0,0,46,19,27,1
Spain,2012,Badminton,0,0,0,0,2,1,1,0
Spain,2012,Basketball,0,1,0,1,12,0,12,1
Spain,2012,Beach Volleyball,0,0,0,0,4,2,2,2
Spain,2012,Boxing,0,0,0,0,2,0,2,0
Spain,2012,Canoeing,0,2,1,3,8,2,6,0
Spain,2012,Cycling,0,0,0,0,19,1,18,1
Spain,2012,Diving,0,0,0,0,2,1,1,0
Spain,2012,Equestrianism,0,0,0,0,6,2,4,1
Spain,2012,Football,0,0,0,0,17,0,17,1
